n,t,mx,z,norm
7.979928642700000000e+10,5.013937040015418091e+11,9.682175340852566814e-01,-9.682175340852566814e-01,9.999939376976796357e-01
8.061366205600000000e+10,5.065105769881997070e+11,-9.587532037167106891e-01,-9.587532037167106891e-01,9.999938758302340247e-01
8.143634863300000000e+10,5.116796692012199707e+11,9.513032286003803017e-01,-9.513032286003803017e-01,9.999938133316139677e-01
8.226743097300000000e+10,5.169015135489644165e+11,9.395429459562649743e-01,-9.395429459562649743e-01,9.999937501951192687e-01
8.310699475800000000e+10,5.221766483873164673e+11,-9.256844941699053919e-01,-9.256844941699053919e-01,9.999936864141694137e-01
8.395512654200000000e+10,5.275056175510972900e+11,-9.111606851305940058e-01,-9.111606851305940058e-01,9.999936219824351324e-01
8.481191376500000000e+10,5.328889704420300903e+11,8.982865459813338394e-01,-8.982865459813338394e-01,9.999935568932614149e-01
8.567744475900000000e+10,5.383272620664394531e+11,8.812122383294156425e-01,-8.812122383294156425e-01,9.999934911397460047e-01
8.655180875600000000e+10,5.438210530855166626e+11,-8.630296311909643192e-01,-8.630296311909643192e-01,9.999934247150802369e-01
8.743509589900000000e+10,5.493709098844348755e+11,8.429430058709584950e-01,-8.429430058709584950e-01,9.999933576127274515e-01
8.832739725300000000e+10,5.549774046414641113e+11,8.205375494132076675e-01,-8.205375494132076675e-01,9.999932898255211589e-01
8.922880480900000000e+10,5.606411153531040039e+11,8.017883481456360428e-01,-8.017883481456360428e-01,9.999932213464900466e-01
9.013941149900000000e+10,5.663626259283314209e+11,7.751777489932072385e-01,-7.751777489932072385e-01,9.999931521686538094e-01
9.105931120300000000e+10,5.721425262325831299e+11,7.533308980372027674e-01,-7.533308980372027674e-01,9.999930822848317469e-01
9.198859876000000000e+10,5.779814121568703613e+11,-7.252133129817717183e-01,-7.252133129817717183e-01,9.999930116877470132e-01
9.292736997400000000e+10,5.838798856554782715e+11,-6.967350200872625132e-01,-6.967350200872625132e-01,9.999929403702843000e-01
9.387572163000000000e+10,5.898385548464968262e+11,-6.699952458917559639e-01,-6.699952458917559639e-01,9.999928683250515205e-01
9.483375149900000000e+10,5.958580340432368164e+11,6.392821391214624782e-01,-6.392821391214624782e-01,9.999927955446153982e-01
9.580155835000000000e+10,6.019389438296278076e+11,-6.066798418600298781e-01,-6.066798418600298781e-01,9.999927220213100654e-01
9.677924196000000000e+10,6.080819111230500488e+11,-5.733946734154641289e-01,-5.733946734154641289e-01,9.999926477477435460e-01
9.776690312400000000e+10,6.142875692371667480e+11,-5.394687855101465424e-01,-5.394687855101465424e-01,9.999925727162094491e-01
9.876464366600000000e+10,6.205565579510385742e+11,-5.027151314641854496e-01,-5.027151314641854496e-01,9.999924969189706303e-01
9.977256644900000000e+10,6.268895235719556885e+11,4.646120233490198537e-01,-4.646120233490198537e-01,9.999924203482470908e-01
1.007907753860000000e+11,6.332871190045531006e+11,-4.273281219737296022e-01,-4.273281219737296022e-01,9.999923429960277943e-01
1.018193754510000000e+11,6.397500038199250488e+11,3.874873025974709950e-01,-3.874873025974709950e-01,9.999922648544902204e-01
